suri_replacements=81
hex_replacements=64
leftover_spaced=[]

HEX	Pung Cheon So Chuk	→	Small Restraint
HEX	San Cheon Dae Chuk	→	Great Restraint
HEX	Noe Cheon Dae Jang	→	Great Power
HEX	Cheon Hwa Dong In	→	Fellowship
HEX	Cheon Roe Mu Mang	→	Innocence
HEX	Taek Pung Dae Gwa	→	Excess
HEX	Pung Taek Jung Bu	→	Inner Truth
HEX	Hwa Cheon Dae Yu	→	Great Possession
HEX	Noe Taek Gwi Mae	→	Maiden
HEX	Hwa Roe Seo Hap	→	Biting Through
HEX	Ji Hwa Myeong I	→	Darkening
HEX	Taek Cheon Kwae	→	Breakthrough
HEX	Pung Hwa Ga In	→	Family
HEX	Taek Hwa Hyeok	→	Revolution
HEX	Hwa Pung Jeong	→	Cauldron
HEX	Noe San So Gwa	→	Small Excess
HEX	Geon Wi Cheon	→	Creative
HEX	Cheon Su Song	→	Conflict
HEX	Cheon Taek Ri	→	Treading
HEX	Noe Pung Hang	→	Duration
HEX	Cheon San Dun	→	Retreat
HEX	Cheon Pung Gu	→	Encounter
HEX	Ji Pung Seung	→	Ascent
HEX	Su Pung Jeong	→	Well
HEX	Pung San Jeom	→	Development
HEX	Ji Cheon Tae	→	Peace
HEX	Ji San Gyeom	→	Modesty
HEX	Pung Ji Gwan	→	Contemplation
HEX	Taek San Ham	→	Influence
HEX	Hwa Taek Gyu	→	Opposition
HEX	San Taek Son	→	Decrease
HEX	Taek Ji Chwe	→	Gathering
HEX	Noe Hwa Pung	→	Abundance
HEX	Hwa San Ryeo	→	Wanderer
HEX	Pung Su Hwan	→	Dispersion
HEX	Su Taek Jeol	→	Limitation
HEX	Su Hwa Gi Je	→	Completion
HEX	Hwa Su Mi Je	→	Incomplete
HEX	San Su Mong	→	Folly
HEX	Su Cheon Su	→	Waiting
HEX	Cheon Ji Bi	→	Standstill
HEX	Taek Roe Su	→	Following
HEX	San Pung Go	→	Repair
HEX	Ji Taek Rim	→	Approach
HEX	Su San Geon	→	Obstruction
HEX	Pung Roe Ik	→	Increase
HEX	Taek Su Gon	→	Oppression
HEX	Son Wi Pung	→	Gentle
HEX	Tae Wi Taek	→	Joyous
HEX	Su Roe Dun	→	Beginnings
HEX	San Hwa Bi	→	Grace
HEX	San Ji Bak	→	Splitting
HEX	Ji Roe Bok	→	Return
HEX	Hwa Ji Jin	→	Progress
HEX	Noe Su Hae	→	Deliverance
HEX	Jin Wi Roe	→	Arousing
HEX	Gan Wi San	→	Stillness
HEX	Gon Wi Ji	→	Receptive
HEX	Noe Ji Ye	→	Enthusiasm
HEX	San Roe I	→	Nourishment
HEX	Gam Wi Su	→	Abyss
HEX	Ji Su Sa	→	Army
HEX	Su Ji Bi	→	Union
HEX	I Wi Hwa	→	Clarity
SURI	Gongheo Silui	→	Hollow Gain	(x1)
SURI	Bongnok Jasil	→	Lost Fortune	(x1)
SURI	Gilsang Gyeok	→	Prosperity	(x1)
SURI	Gohaeng Gyeok	→	Hard Path	(x1)
SURI	Soemang Gyeok	→	Withering	(x1)
SURI	Jeokmak Gyeok	→	Isolation	(x1)
SURI	Baljeon Gyeok	→	Endurance	(x1)
SURI	Noryeok Gyeok	→	Effort	(x1)
SURI	Seongon Gyeok	→	Late Joy	(x1)
SURI	Isan Pamyeol	→	Collapse	(x1)
SURI	Gungye Ilhak	→	Leadership	(x1)
SURI	Godok Bicham	→	Loneliness	(x1)
SURI	Paran Pungpa	→	Chaos	(x1)
SURI	Jasu Seongga	→	Flourishing	(x1)
SURI	Uioe Deukjae	→	Good Fortune	(x1)
SURI	Oehwa Naebin	→	Contentment	(x1)
SURI	Gojin Gamrae	→	Smooth Sailing	(x1)
SURI	Yudeok Gyeok	→	Longevity & Wealth	(x1)
SURI	Jaenan Gyeok	→	Disaster	(x1)
SURI	Eundun Gyeok	→	Retreat	(x1)
SURI	Bunri Pagoe	→	Hardship	(x1)
SURI	Daein Gyeok	→	Grandeur	(x1)
SURI	Onyu Hwasun	→	Peaceful Flow	(x1)
SURI	Paran Jacho	→	Ruin	(x1)
SURI	Uiji Bagyak	→	Weak Will	(x1)
SURI	Subun Gyeok	→	Serenity	(x1)
SURI	Huibi Gyeok	→	Joy	(x1)
SURI	Mango Gyeok	→	Hardship	(x1)
SURI	Jimo Sunjo	→	Intellect	(x1)
SURI	Munye Giye	→	Artistry	(x1)
SURI	Buru Gyeok	→	Wealth	(x1)
